year_of_manufacture,manufacturer,model,mileage,body_type,transmission,drivetrain,exterior_colour,interior_colour,passengers,doors,fuel_type,price,city_consumption,highway_consumption,engine_displacement_L,engine_cylinders,engine_type
2021,Volkswagen,Golf,81455.0,Hatchback,Automatic,FWD,black,black,5,4,gasoline,26909,8.2,6.5,1.4,4.0,Inline
2015,Volkswagen,Touareg,146600.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,26995,14.3,10.3,2.4,6.0,Inline
2021,Volkswagen,Jetta,66686.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,27490,8.0,6.0,1.4,4.0,Other
2020,Volkswagen,Jetta,72434.0,Sedan,Automatic,FWD,silver,black,5,2,gasoline,27495,7.8,5.9,2.4,4.0,Inline
2019,Volkswagen,Tiguan,92000.0,SUV,Automatic,4X4,black,black,7,4,gasoline,27850,11.1,8.1,2.4,4.0,Inline
2020,Volkswagen,Golf,23798.0,Hatchback,Automatic,FWD,white,black,5,4,gasoline,27888,8.1,6.6,2.4,4.0,Inline
2022,Volkswagen,Golf,24025.0,Hatchback,Automatic,FWD,blue,black,5,4,gasoline,43999,9.3,7.0,2.4,4.0,Inline
2018,Volkswagen,Tiguan,109000.0,SUV,Automatic,4X4,black,orange,5,4,gasoline,27950,11.3,8.8,2.4,4.0,Inline
2018,Volkswagen,Atlas,96232.0,SUV,Automatic,FWD,black,black,5,4,gasoline,27950,10.8,8.9,2.0,4.0,Other
2021,Volkswagen,Jetta,67778.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,27990,8.0,6.0,1.4,4.0,Other
2019,Volkswagen,Tiguan,77584.0,SUV,Automatic,4X4,white,black,7,4,gasoline,27995,11.3,8.4,2.4,4.0,Inline
2018,Volkswagen,Tiguan,74672.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,27995,11.3,8.8,2.0,4.0,Inline
2019,Volkswagen,Tiguan,70685.0,SUV,Automatic,4X4,black,black,7,4,gasoline,27998,11.1,8.1,2.4,4.0,Inline
2020,Volkswagen,Tiguan,71521.0,SUV,Automatic,4X4,white,black,5,4,gasoline,27999,11.5,8.7,2.4,4.0,Inline
2020,Volkswagen,Tiguan,72340.0,SUV,Automatic,4X4,white,black,5,4,gasoline,27999,11.5,8.7,2.4,4.0,Inline
2019,Volkswagen,Tiguan,59255.0,SUV,Automatic,4X4,white,black,7,4,gasoline,28195,11.1,8.1,2.4,4.0,Inline
2019,Volkswagen,Jetta,85118.0,Sedan,Automatic,FWD,red,black,5,4,gasoline,24958,7.8,5.9,1.4,4.0,Inline
2019,Volkswagen,Tiguan,62212.0,SUV,Automatic,4X4,black,black,5,4,gasoline,28216,11.1,8.1,2.4,4.0,Inline
2018,Volkswagen,Tiguan,33412.0,SUV,Automatic,4X4,white,black,5,4,gasoline,28248,11.3,8.8,2.4,4.0,Inline
2021,Volkswagen,Jetta,31416.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,28490,8.0,6.0,1.4,4.0,Other
2018,Volkswagen,Tiguan,68395.0,SUV,Automatic,4X4,black,black,5,4,gasoline,28494,11.3,8.8,2.4,4.0,Inline
2019,Volkswagen,Tiguan,57337.0,SUV,Automatic,4X4,orange,black,5,4,gasoline,28495,11.1,8.1,2.0,4.0,Inline
2018,Volkswagen,Tiguan,106326.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,28590,11.3,8.8,2.4,4.0,Inline
2021,Volkswagen,Passat,84297.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,28990,9.8,6.6,2.0,4.0,Other
2019,Volkswagen,Atlas,187232.0,SUV,Automatic,4X4,black,black,5,4,gasoline,28995,13.7,10.1,2.4,6.0,V-Engine
2020,Volkswagen,Passat,78627.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,28999,10.2,6.9,2.4,4.0,Inline
2020,Volkswagen,Tiguan,46013.0,SUV,Automatic,4X4,white,black,5,4,gasoline,31499,11.5,8.7,2.4,4.0,Inline
2018,Volkswagen,Golf,138637.0,Hatchback,Automatic,4X4,blue,black,5,4,gasoline,29010,11.1,8.1,2.4,4.0,Inline
2018,Volkswagen,Tiguan,72249.0,SUV,Automatic,4X4,white,black,7,4,gasoline,29488,11.3,8.8,2.4,4.0,Inline
2018,Volkswagen,Atlas,124220.0,SUV,Automatic,4X4,silver,black,7,4,gasoline,29730,13.7,10.1,2.4,6.0,V-Engine
2017,Volkswagen,Golf,69000.0,Hatchback,Automatic,FWD,white,black,5,4,gasoline,29777,9.6,7.2,2.4,4.0,Inline
2016,Volkswagen,Golf,91221.0,Hatchback,Manual,4X4,black,black,5,4,gasoline,29800,10.9,7.7,2.4,4.0,Inline
2018,Volkswagen,Tiguan,89000.0,SUV,Automatic,4X4,white,black,5,4,gasoline,29850,11.3,8.8,2.4,4.0,Inline
2021,Volkswagen,Passat,75227.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,29890,9.8,6.6,2.0,4.0,Other
2021,Volkswagen,Passat,72806.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,29890,9.8,6.6,2.0,4.0,Other
2021,Volkswagen,Passat,65259.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,29890,9.8,6.6,2.0,4.0,Other
2018,Volkswagen,Atlas,98935.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,32139,13.7,10.1,3.6,6.0,V-Engine
2020,Volkswagen,Tiguan,105000.0,SUV,Automatic,4X4,silver,black,7,4,gasoline,29950,11.5,8.7,2.4,4.0,Inline
2021,Volkswagen,Jetta,74643.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,29990,8.0,6.0,1.4,4.0,Other
2021,Volkswagen,Passat,69979.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,29990,9.8,6.6,2.0,4.0,Other
2021,Volkswagen,Jetta,73306.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,30139,8.0,6.0,1.4,4.0,Inline
2019,Volkswagen,Jetta,40676.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,30495,10.8,8.7,2.0,4.0,Inline
2022,Volkswagen,Taos,27580.0,SUV,Automatic,FWD,gray,black,5,4,gasoline,30888,8.4,6.6,2.4,4.0,Inline
2019,Volkswagen,Tiguan,55204.0,SUV,Automatic,4X4,black,black,7,4,gasoline,30919,11.1,8.1,2.4,4.0,Inline
2019,Volkswagen,Jetta,46987.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,30990,10.8,8.7,2.4,4.0,Inline
2021,Volkswagen,Jetta,14495.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,30990,8.0,6.0,1.4,4.0,Other
2019,Volkswagen,Jetta,74354.0,Sedan,Manual,FWD,black,black,5,4,gasoline,24748,7.9,5.9,2.4,4.0,Inline
2018,Volkswagen,Atlas,68052.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,30995,13.7,10.1,2.4,6.0,V-Engine
2019,Volkswagen,Tiguan,90586.0,SUV,Automatic,4X4,black,black,5,4,gasoline,31103,11.1,8.1,2.4,4.0,Inline
2019,Volkswagen,Tiguan,67106.0,SUV,Automatic,4X4,black,black,7,4,gasoline,31488,11.1,8.1,2.4,4.0,Inline
2021,Volkswagen,Jetta,26831.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,31490,8.0,6.0,1.4,4.0,Other
2020,Volkswagen,Tiguan,46013.0,SUV,Automatic,4X4,white,black,5,4,gasoline,31499,11.5,8.7,2.4,4.0,Inline
2019,Volkswagen,Tiguan,75000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,31777,11.1,8.1,2.4,4.0,Inline
2023,Volkswagen,Atlas,5583.0,SUV,Automatic,4X4,white,black,5,4,gasoline,58880,13.4,10.1,2.4,6.0,V-Engine
2021,Volkswagen,Passat,71169.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,31890,9.8,6.6,2.0,4.0,Other
2022,Volkswagen,Jetta,6250.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,38872,9.0,6.5,2.0,4.0,Inline
2022,Volkswagen,Taos,6000.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,40726,9.5,7.4,2.4,4.0,Inline
2023,Volkswagen,Atlas,5583.0,SUV,Automatic,4X4,white,black,5,4,gasoline,58880,13.4,10.1,2.4,6.0,V-Engine
2015,Volkswagen,GTI,64272.0,Hatchback,Manual,FWD,black,black,5,4,gasoline,23400,10.8,8.7,2.4,4.0,Inline
2015,Volkswagen,Beetle,27922.0,Convertible,Automatic,4X4,red,black,5,2,gasoline,26985,9.8,7.3,2.4,4.0,Inline
2019,Volkswagen,Tiguan,102298.0,SUV,Automatic,4X4,black,brown,5,4,gasoline,26990,11.1,8.1,2.4,4.0,Inline
2019,Volkswagen,Atlas,112288.0,SUV,Automatic,4X4,black,black,7,4,gasoline,36990,13.8,10.2,2.4,6.0,V-Engine
2017,Volkswagen,Touareg,113422.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,31888,13.8,10.4,2.4,6.0,V-Engine
2019,Volkswagen,Golf,103321.0,Hatchback,Automatic,FWD,white,black,5,4,gasoline,31888,9.6,7.5,2.4,4.0,Inline
2021,Volkswagen,Passat,71169.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,31890,9.8,6.6,2.0,4.0,Other
2019,Volkswagen,Tiguan,80494.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,31998,11.3,8.4,2.0,4.0,Inline
2021,Volkswagen,Atlas,37150.0,SUV,Automatic,4X4,gray,black,7,4,gasoline,38999,11.7,9.9,2.4,4.0,Inline
2022,Volkswagen,Taos,20872.0,SUV,Automatic,FWD,gray,black,5,4,gasoline,31998,8.4,6.6,1.5,4.0,Other
2018,Volkswagen,Tiguan,56180.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,31999,11.3,8.8,2.0,4.0,Inline
2019,Volkswagen,Tiguan,56118.0,SUV,Automatic,4X4,silver,black,7,4,gasoline,31999,11.1,8.1,2.4,4.0,Inline
2019,Volkswagen,Jetta,23915.0,Sedan,Manual,FWD,white,black,5,4,gasoline,31999,9.6,7.3,2.4,4.0,Inline
2020,Volkswagen,Tiguan,56412.0,SUV,Automatic,4X4,white,black,5,4,gasoline,32009,11.5,8.7,2.4,4.0,Inline
2018,Volkswagen,Atlas,98935.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,32139,13.7,10.1,3.6,6.0,V-Engine
2019,Volkswagen,Tiguan,60504.0,SUV,Automatic,4X4,gray,black,7,4,gasoline,32188,11.1,8.1,2.4,4.0,Inline
2019,Volkswagen,Tiguan,55294.0,SUV,Automatic,4X4,black,black,5,4,gasoline,32588,11.1,8.1,2.0,4.0,Inline
2016,Volkswagen,Golf,71706.0,Hatchback,Automatic,4X4,white,black,5,4,gasoline,32888,10.4,7.9,2.4,4.0,Inline
2021,Volkswagen,Atlas,39668.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,43588,13.8,10.4,2.4,6.0,V-Engine
2020,Volkswagen,Tiguan,109000.0,SUV,Automatic,4X4,white,white,7,4,gasoline,32950,11.5,8.7,2.4,4.0,Inline
2021,Volkswagen,Jetta,32354.0,Sedan,Manual,FWD,black,black,5,4,gasoline,33498,9.7,7.0,2.0,4.0,Inline
2021,Volkswagen,Jetta,42104.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,33688,8.0,6.0,2.4,4.0,Inline
2019,Volkswagen,Atlas,132000.0,SUV,Automatic,4X4,black,black,6,4,gasoline,33950,13.8,10.2,2.4,6.0,V-Engine
2018,Volkswagen,Atlas,118000.0,SUV,Automatic,4X4,black,black,6,4,gasoline,33950,13.7,10.1,3.6,6.0,V-Engine
2021,Volkswagen,Tiguan,42813.0,SUV,Automatic,4X4,blue,black,7,4,gasoline,34010,11.0,8.6,2.4,4.0,Inline
2018,Volkswagen,Tiguan,41803.0,SUV,Automatic,4X4,white,orange,7,4,gasoline,34326,11.3,8.8,2.4,4.0,Inline
2017,Volkswagen,Golf,59601.0,Hatchback,Automatic,4X4,green,black,5,4,gasoline,34772,10.4,7.9,2.4,4.0,Inline
2020,Volkswagen,E-Golf,34677.0,Sedan,Automatic,FWD,silver,black,5,4,electric,34995,0.0,8.7,0.0,0.0,Electric
2022,Volkswagen,Golf,24025.0,Hatchback,Automatic,FWD,blue,black,5,4,gasoline,43999,9.3,7.0,2.4,4.0,Inline
2019,Volkswagen,Atlas,54297.0,SUV,Automatic,4X4,blue,black,7,4,gasoline,34999,13.8,10.2,2.4,6.0,V-Engine
2021,Volkswagen,Tiguan,27080.0,SUV,Automatic,4X4,black,black,7,4,gasoline,35488,11.0,8.6,2.4,4.0,Inline
2018,Volkswagen,Beetle,33444.0,Convertible,Automatic,FWD,black,gray,4,2,gasoline,35490,10.8,8.7,2.4,4.0,Inline
2021,Volkswagen,Tiguan,23455.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,35589,11.0,8.6,2.4,4.0,Inline
2020,Volkswagen,Tiguan,43948.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,35890,11.5,8.7,2.4,4.0,Inline
2021,Volkswagen,Tiguan,29925.0,SUV,Automatic,4X4,black,black,5,4,gasoline,35924,11.0,8.6,2.4,4.0,Inline
2018,Volkswagen,Atlas,67990.0,SUV,Automatic,4X4,gray,black,6,4,gasoline,36188,13.7,10.1,2.4,6.0,V-Engine
2021,Volkswagen,Tiguan,19346.0,SUV,Automatic,4X4,black,black,5,4,gasoline,36824,11.0,8.6,2.4,4.0,Inline
2022,Volkswagen,Taos,8531.0,SUV,Automatic,4X4,white,black,5,2,gasoline,36985,9.5,7.4,1.5,4.0,Other
2016,Volkswagen,Jetta,108155.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,18999,9.4,6.5,2.4,4.0,Inline
2018,Volkswagen,Atlas,50220.0,SUV,Automatic,4X4,white,black,6,4,gasoline,36987,13.7,10.1,2.4,6.0,V-Engine
2020,Volkswagen,Tiguan,18776.0,SUV,Automatic,4X4,white,black,5,4,gasoline,37388,11.5,8.7,2.4,4.0,Inline
2019,Volkswagen,Atlas,73362.0,SUV,Automatic,4X4,black,black,6,4,gasoline,37488,13.8,10.2,2.4,6.0,V-Engine
2020,Volkswagen,Tiguan,83650.0,SUV,Automatic,4X4,white,black,5,4,gasoline,37499,11.5,8.7,2.4,4.0,Inline
2020,Volkswagen,Tiguan,47802.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,37969,11.5,8.7,2.4,4.0,Inline
2018,Volkswagen,Atlas,76593.0,SUV,Automatic,4X4,black,black,7,4,gasoline,38424,13.7,10.1,2.4,6.0,V-Engine
2019,Volkswagen,Atlas,85073.0,SUV,Automatic,4X4,blue,black,6,4,gasoline,38745,13.8,10.2,3.6,4.0,Other
2022,Volkswagen,Jetta,6250.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,38872,9.0,6.5,2.0,4.0,Inline
2022,Volkswagen,Tiguan,12000.0,SUV,Automatic,4X4,white,black,5,4,gasoline,38994,10.6,8.0,2.4,4.0,Inline
2019,Volkswagen,Golf,70055.0,Hatchback,Automatic,4X4,gray,black,5,4,gasoline,41999,10.2,7.9,2.4,4.0,Inline
2019,Volkswagen,Atlas,50736.0,SUV,Automatic,4X4,red,black,6,4,gasoline,38995,13.8,10.2,2.4,6.0,V-Engine
2021,Volkswagen,ATLAS,15707.0,SUV,Automatic,4X4,black,black,5,4,gasoline,38995,11.7,10.0,2.4,4.0,Inline
2022,Volkswagen,Taos,3675.0,SUV,Automatic,4X4,white,black,5,4,gasoline,39009,9.5,7.4,2.4,4.0,Inline
2022,Volkswagen,Jetta,8728.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,39726,9.0,6.5,2.4,4.0,Inline
2020,Volkswagen,Atlas,94282.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,39985,14.3,10.7,2.4,6.0,V-Engine
2019,Volkswagen,Atlas,57036.0,SUV,Automatic,4X4,black,black,6,4,gasoline,40495,13.8,10.2,3.6,6.0,Inline
2022,Volkswagen,Tiguan,19412.0,SUV,Automatic,4X4,black,black,5,4,gasoline,40589,11.0,8.3,2.4,4.0,Inline
2022,Volkswagen,Taos,6000.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,40726,9.5,7.4,2.4,4.0,Inline
2022,Volkswagen,Jetta,5918.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,40888,9.0,6.5,2.0,4.0,Inline
2019,Volkswagen,Jetta,85118.0,Sedan,Automatic,FWD,red,black,5,4,gasoline,24958,7.8,5.9,1.4,4.0,Inline
2019,Volkswagen,Atlas,43500.0,SUV,Automatic,4X4,white,black,6,4,gasoline,41088,13.8,10.2,2.4,6.0,V-Engine
2020,Volkswagen,Atlas,39295.0,SUV,High-Performance,4X4,gray,black,5,4,gasoline,41800,14.3,10.7,2.4,6.0,Inline
2020,Volkswagen,Atlas,22641.0,SUV,Automatic,4X4,white,black,5,4,gasoline,42999,12.8,10.4,2.4,4.0,Inline
2022,Volkswagen,Atlas,43344.0,SUV,Automatic,4X4,gray,black,7,4,gasoline,43999,13.8,10.2,2.4,6.0,V-Engine
2023,Volkswagen,Tiguan,5972.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,46581,10.6,8.0,2.0,4.0,Inline
2021,Volkswagen,Atlas,16126.0,SUV,Automatic,4X4,white,black,5,4,gasoline,48699,13.8,10.4,2.4,6.0,V-Engine
2021,Volkswagen,Atlas,65556.0,SUV,Automatic,4X4,white,black,7,4,gasoline,48899,14.6,10.9,2.4,6.0,V-Engine
2021,Volkswagen,Atlas,38708.0,SUV,Automatic,4X4,black,red,5,4,gasoline,48910,10.8,8.7,2.4,6.0,V-Engine
2021,Volkswagen,Atlas,31835.0,SUV,Automatic,4X4,black,black,5,4,gasoline,49279,13.8,10.4,2.4,6.0,V-Engine
2018,Volkswagen,Atlas,98935.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,32139,13.7,10.1,3.6,6.0,V-Engine
2022,Volkswagen,Atlas,9095.0,SUV,Automatic,4X4,white,black,5,4,gasoline,51210,13.1,10.0,2.4,6.0,V-Engine
2021,Volkswagen,Atlas,43838.0,SUV,Automatic,4X4,white,black,5,4,gasoline,51716,14.6,10.9,2.4,6.0,V-Engine
2021,Volkswagen,Atlas,31990.0,SUV,Automatic,4X4,gray,black,6,4,gasoline,52088,14.6,10.9,2.4,6.0,V-Engine
2021,Volkswagen,Atlas,22074.0,SUV,Automatic,4X4,black,black,6,4,gasoline,52488,13.8,10.2,2.4,6.0,V-Engine
2022,Volkswagen,Atlas,8869.0,SUV,Automatic,4X4,white,black,5,4,gasoline,54595,13.1,10.0,2.4,6.0,V-Engine
2022,Volkswagen,Atlas,9764.0,SUV,Automatic,4X4,white,black,5,4,gasoline,56484,13.1,10.0,2.4,6.0,V-Engine
2022,Volkswagen,Atlas,20864.0,SUV,Automatic,4X4,green,black,6,4,gasoline,57574,13.8,10.2,2.4,6.0,V-Engine
2022,Volkswagen,Atlas,4838.0,SUV,Automatic,4X4,white,black,5,4,gasoline,58291,13.1,10.0,2.4,6.0,V-Engine
2023,Volkswagen,Atlas,5583.0,SUV,Automatic,4X4,white,black,5,4,gasoline,58880,13.4,10.1,2.4,6.0,V-Engine
2020,Volkswagen,Tiguan,46013.0,SUV,Automatic,4X4,white,black,5,4,gasoline,31499,11.5,8.7,2.4,4.0,Inline
2023,Volkswagen,Atlas,7758.0,SUV,Automatic,4X4,white,black,6,4,gasoline,59256,13.4,10.1,2.4,6.0,V-Engine
2023,Volkswagen,Atlas,9012.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,60920,13.1,10.0,2.4,6.0,V-Engine
2023,Volkswagen,Atlas,4200.0,SUV,Automatic,4X4,black,black,5,4,gasoline,61045,13.1,9.8,2.4,6.0,V-Engine
2013,Volkswagen,CC,186000.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,10777,9.6,6.6,2.4,4.0,Inline
2016,Volkswagen,Tiguan,181294.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,13995,11.7,9.4,2.4,4.0,Inline
2015,Volkswagen,Passat,145000.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,13999,9.75,6.65,1.8,4.0,Other
2016,Volkswagen,Golf,119000.0,Hatchback,Automatic,FWD,gray,black,5,4,gasoline,16777,9.3,6.5,2.4,4.0,Inline
2015,Volkswagen,Jetta,24924.0,Sedan,Automatic,4X4,red,black,5,4,gasoline,18795,9.3,6.3,2.4,4.0,Inline
2019,Volkswagen,Golf,119000.0,Hatchback,Automatic,FWD,white,black,5,4,gasoline,20950,8.1,6.4,2.4,4.0,Inline
2019,Volkswagen,Jetta,46987.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,30990,10.8,8.7,2.4,4.0,Inline
2019,Volkswagen,Jetta,98490.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,20995,7.8,5.9,2.4,4.0,Inline
2019,Volkswagen,Jetta,96716.0,Sedan,Automatic,4X4,black,black,5,2,gasoline,21499,7.8,5.9,1.4,4.0,Inline
2017,Volkswagen,Passat,101000.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,22950,10.1,7.0,2.4,4.0,Inline
2018,Volkswagen,Passat,93000.0,Sedan,Automatic,FWD,silver,black,5,2,gasoline,22999,9.3,6.5,2.0,4.0,Inline
2019,Volkswagen,Jetta,104000.0,Sedan,Automatic,FWD,black,gray,5,4,gasoline,23950,7.8,5.9,2.4,4.0,Inline
2019,Volkswagen,Jetta,87210.0,Sedan,Automatic,FWD,white,gray,5,4,gasoline,24590,7.8,5.9,2.4,4.0,Inline
2019,Volkswagen,Jetta,20991.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,24888,7.8,5.9,2.4,4.0,Inline
2019,Volkswagen,Jetta,85524.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,24990,7.8,5.9,1.4,4.0,Other
2018,Volkswagen,Tiguan,133000.0,SUV,Automatic,4X4,blue,black,7,4,gasoline,24990,11.3,8.8,2.0,4.0,Other
2019,Volkswagen,Atlas,40958.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,40958,13.8,10.2,3.6,6.0,V-Engine
2020,Volkswagen,Jetta,51124.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,24995,7.8,5.9,2.4,4.0,Inline
2019,Volkswagen,Jetta,68909.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,24999,7.8,5.9,2.4,4.0,Inline
2019,Volkswagen,Golf,53131.0,Hatchback,Automatic,FWD,green,brown,5,4,gasoline,25745,8.1,6.4,2.4,4.0,Inline
2019,Volkswagen,Jetta,58899.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,25888,7.8,5.9,2.4,4.0,Inline
2020,Volkswagen,Golf,62524.0,Hatchback,Automatic,FWD,white,black,5,4,gasoline,25888,8.1,6.6,1.4,4.0,Inline
2017,Volkswagen,Golf,135276.0,Hatchback,Manual,FWD,black,black,5,4,gasoline,25888,9.7,7.0,2.4,4.0,Inline
2019,Volkswagen,Jetta,61354.0,Sedan,Automatic,FWD,red,black,5,4,gasoline,26188,7.8,5.9,2.4,4.0,Inline
2019,Volkswagen,Golf,19073.0,Hatchback,Automatic,FWD,white,black,5,4,gasoline,26260,8.1,6.4,2.4,4.0,Inline
2019,Volkswagen,Jetta,36935.0,Sedan,Manual,FWD,black,black,5,4,gasoline,26888,7.9,5.9,2.4,4.0,Inline
2019,Volkswagen,Jetta,23915.0,Sedan,Manual,FWD,white,black,5,4,gasoline,31999,9.6,7.3,2.4,4.0,Inline
2018,Volkswagen,Tiguan,61408.0,SUV,Automatic,4X4,black,black,7,4,gasoline,26995,11.3,8.8,2.4,4.0,Inline
2020,Volkswagen,Jetta,84000.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,27850,7.8,5.9,2.4,4.0,Inline
2020,Volkswagen,Jetta,79000.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,27850,7.8,5.9,2.4,4.0,Inline
2014,Volkswagen,Touareg,140632.0,SUV,Automatic,4X4,black,brown,5,4,diesel,27888,11.8,8.1,2.4,6.0,V-Engine
2019,Volkswagen,Jetta,55168.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,27990,7.8,5.9,1.4,4.0,Other
2018,Volkswagen,Tiguan,66096.0,SUV,Automatic,4X4,white,black,7,4,gasoline,27995,11.3,8.8,2.4,4.0,Inline
2021,Volkswagen,Jetta,73306.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,30139,8.0,6.0,1.4,4.0,Inline
2007,Volkswagen,Rabbit,155605.0,Hatchback,Manual,FWD,silver,gray,5,2,gasoline,3999,10.7,7.2,2.5,5.0,Inline
2014,Volkswagen,Passat,173450.0,Sedan,Automatic,FWD,white,black,5,4,diesel,13800,6.85,4.65,2.4,4.0,Inline
2017,Volkswagen,Golf,90324.0,Hatchback,Manual,FWD,silver,black,5,4,gasoline,25775,9.7,7.0,2.4,4.0,Inline
2021,Volkswagen,Passat,69979.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,29990,9.8,6.6,2.0,4.0,Other
2019,Volkswagen,Atlas,54297.0,SUV,Automatic,4X4,blue,black,7,4,gasoline,34999,13.8,10.2,2.4,6.0,V-Engine
2019,Volkswagen,Tiguan,45193.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,42999,11.3,8.8,2.0,4.0,Inline
2019,Volkswagen,Jetta,115918.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,19990,7.8,5.9,2.4,4.0,Inline
2018,Volkswagen,Tiguan,144478.0,SUV,Automatic,4X4,black,brown,5,4,gasoline,23500,11.3,8.8,2.4,4.0,Inline
2018,Volkswagen,Atlas,94408.0,SUV,Automatic,4X4,gray,black,7,4,gasoline,27995,13.7,10.1,2.4,6.0,V-Engine
2020,Volkswagen,Jetta,79000.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,28450,7.8,5.9,2.4,4.0,Inline
2018,Volkswagen,Tiguan,123000.0,SUV,Automatic,4X4,black,black,7,4,gasoline,28450,11.3,8.8,2.4,4.0,Inline
2019,Volkswagen,Jetta,73989.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,28488,7.8,5.9,2.4,4.0,Inline
2021,Volkswagen,Atlas,39668.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,43588,13.8,10.4,2.4,6.0,V-Engine
2019,Volkswagen,Jetta,49821.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,28590,7.8,5.9,2.4,4.0,Inline
2021,Volkswagen,Jetta,31749.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,28990,8.0,6.0,1.4,4.0,Other
2019,Volkswagen,Tiguan,93345.0,SUV,Automatic,4X4,gray,black,5,2,gasoline,28995,11.1,8.1,2.0,4.0,Other
2020,Volkswagen,Tiguan,65862.0,SUV,Automatic,4X4,black,black,5,4,gasoline,30660,11.5,8.7,2.4,4.0,Inline
2021,Volkswagen,Jetta,52403.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,30795,8.0,6.0,2.4,4.0,Inline
2021,Volkswagen,Jetta,62023.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,30990,8.0,6.0,1.4,4.0,Other
2021,Volkswagen,Jetta,63538.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,30990,8.0,6.0,1.4,4.0,Other
2021,Volkswagen,Jetta,61045.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,30990,8.0,6.0,1.4,4.0,Other
2021,Volkswagen,Jetta,47000.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,31490,8.0,6.0,1.4,4.0,Other
2019,Volkswagen,Jetta,68909.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,24999,7.8,5.9,2.4,4.0,Inline
